sample_id,donor,stimulation,stimulus_concentration_ng_ml,perturbagen,cytokine_concentration_ng_ml,protein,response_value
4735,donor_4,LPS,2000,control,0,CCL5,0.744869649
4735,donor_4,LPS,2000,control,0,CCL7,0.0561354458
4735,donor_4,LPS,2000,control,0,CCL8,-0.00147320342
4735,donor_4,LPS,2000,control,0,CXCL1,0.862383127
4735,donor_4,LPS,2000,control,0,CXCL10,0.0177436899
4735,donor_4,LPS,2000,control,0,CXCL16,0.367494494
4735,donor_4,LPS,2000,control,0,G-CSF,0.446923792
4735,donor_4,LPS,2000,control,0,GM-CSF,0.122231416
4735,donor_4,LPS,2000,control,0,IFN gamma,0.543317318
4735,donor_4,LPS,2000,control,0,IL-1 RA RN,0.391898543
4735,donor_4,LPS,2000,control,0,IL-1 alpha,0.673085988
4735,donor_4,LPS,2000,control,0,IL-1 beta,1.04761541
4735,donor_4,LPS,2000,control,0,IL-12 p40,0.492863297
4735,donor_4,LPS,2000,control,0,IL-6,1.06729329
4735,donor_4,LPS,2000,control,0,MMP-1,0.0749782324
4735,donor_4,LPS,2000,control,0,TNF RII,0.355191827
4735,donor_4,LPS,2000,control,0,TNF alpha,0.997041225
4755,donor_4,LPS,2000,control,0,CCL1,0.549171448
4755,donor_4,LPS,2000,control,0,CCL2,0.878866613
4755,donor_4,LPS,2000,control,0,CCL22,0.656446815
4755,donor_4,LPS,2000,control,0,CCL24,0.663540602
4755,donor_4,LPS,2000,control,0,CCL5,0.683185518
4755,donor_4,LPS,2000,control,0,CCL7,0.0352723971
4755,donor_4,LPS,2000,control,0,CCL8,-0.0243658517
4755,donor_4,LPS,2000,control,0,CXCL1,0.829178512
4755,donor_4,LPS,2000,control,0,CXCL10,-0.0263954028
4755,donor_4,LPS,2000,control,0,CXCL16,0.361161679
4755,donor_4,LPS,2000,control,0,G-CSF,0.364793837
4755,donor_4,LPS,2000,control,0,GM-CSF,0.113104999
4755,donor_4,LPS,2000,control,0,IFN gamma,0.355209768
4755,donor_4,LPS,2000,control,0,IL-1 RA RN,0.323483646
4755,donor_4,LPS,2000,control,0,IL-1 alpha,0.589752376
4755,donor_4,LPS,2000,control,0,IL-1 beta,1.06171429
4755,donor_4,LPS,2000,control,0,IL-12 p40,0.436324239
4755,donor_4,LPS,2000,control,0,IL-6,0.972335756
4755,donor_4,LPS,2000,control,0,MMP-1,0.116606474
4755,donor_4,LPS,2000,control,0,TNF RII,0.267401725
4755,donor_4,LPS,2000,control,0,TNF alpha,0.971811652
4760,donor_4,LPS,2000,control,0,CCL1,0.447010964
4760,donor_4,LPS,2000,control,0,CCL2,0.970923007
4760,donor_4,LPS,2000,control,0,CCL22,0.63212359
4760,donor_4,LPS,2000,control,0,CCL24,0.561280072
4760,donor_4,LPS,2000,control,0,CCL5,0.704147637
4760,donor_4,LPS,2000,control,0,CCL7,0.0292700082
4760,donor_4,LPS,2000,control,0,CCL8,-0.223539442
4760,donor_4,LPS,2000,control,0,CXCL1,0.827223957
4760,donor_4,LPS,2000,control,0,CXCL10,0.0264407303
4760,donor_4,LPS,2000,control,0,CXCL16,0.311764359
4760,donor_4,LPS,2000,control,0,G-CSF,0.416144222
4760,donor_4,LPS,2000,control,0,GM-CSF,0.0995549485
4760,donor_4,LPS,2000,control,0,IFN gamma,0.38989526
4760,donor_4,LPS,2000,control,0,IL-1 RA RN,0.318607599
4760,donor_4,LPS,2000,control,0,IL-1 alpha,0.619410813
4760,donor_4,LPS,2000,control,0,IL-1 beta,1.03286982
4760,donor_4,LPS,2000,control,0,IL-12 p40,0.368821084
4760,donor_4,LPS,2000,control,0,IL-6,1.00267386
4760,donor_4,LPS,2000,control,0,MMP-1,0.0862464607
4760,donor_4,LPS,2000,control,0,TNF RII,0.289228857
4760,donor_4,LPS,2000,control,0,TNF alpha,0.93968612
4780,donor_4,LPS,2000,control,0,CCL1,0.522223592
4780,donor_4,LPS,2000,control,0,CCL2,0.938741624
4780,donor_4,LPS,2000,control,0,CCL22,0.734174192
4780,donor_4,LPS,2000,control,0,CCL24,0.590587378
4780,donor_4,LPS,2000,control,0,CCL5,0.700928152
4780,donor_4,LPS,2000,control,0,CCL7,0.0206539035
4780,donor_4,LPS,2000,control,0,CCL8,-0.0282930788
4780,donor_4,LPS,2000,control,0,CXCL1,0.829726398
4780,donor_4,LPS,2000,control,0,CXCL10,-0.0021032095
4780,donor_4,LPS,2000,control,0,CXCL16,0.345621765
4780,donor_4,LPS,2000,control,0,G-CSF,0.358500004
4780,donor_4,LPS,2000,control,0,GM-CSF,0.0959804058
4780,donor_4,LPS,2000,control,0,IFN gamma,0.443629861
4780,donor_4,LPS,2000,control,0,IL-1 RA RN,0.321642429
4780,donor_4,LPS,2000,control,0,IL-1 alpha,0.599562347
4780,donor_4,LPS,2000,control,0,IL-1 beta,1.02283394
4780,donor_4,LPS,2000,control,0,IL-12 p40,0.398430228
4780,donor_4,LPS,2000,control,0,IL-6,1.00324059
4780,donor_4,LPS,2000,control,0,MMP-1,0.112911135
4780,donor_4,LPS,2000,control,0,TNF RII,0.295075238
4780,donor_4,LPS,2000,control,0,TNF alpha,0.99246037
4805,donor_4,LPS,2000,control,0,CCL1,0.467590362
4805,donor_4,LPS,2000,control,0,CCL2,0.905920863
4805,donor_4,LPS,2000,control,0,CCL22,0.693741918
4805,donor_4,LPS,2000,control,0,CCL24,0.631219983
4805,donor_4,LPS,2000,control,0,CCL5,0.685913086
4805,donor_4,LPS,2000,control,0,CCL7,0.0273414664
4805,donor_4,LPS,2000,control,0,CCL8,0.0296093225
4805,donor_4,LPS,2000,control,0,CXCL1,0.82989949
4805,donor_4,LPS,2000,control,0,CXCL10,0.00471843779
4805,donor_4,LPS,2000,control,0,CXCL16,0.357278138
4805,donor_4,LPS,2000,control,0,G-CSF,0.415804267
4805,donor_4,LPS,2000,control,0,GM-CSF,0.100093976
4805,donor_4,LPS,2000,control,0,IFN gamma,0.559081674
4805,donor_4,LPS,2000,control,0,IL-1 RA RN,0.354248643
4805,donor_4,LPS,2000,control,0,IL-1 alpha,0.600439072
4805,donor_4,LPS,2000,control,0,IL-1 beta,1.03498018
4805,donor_4,LPS,2000,control,0,IL-12 p40,0.39145574
4805,donor_4,LPS,2000,control,0,IL-6,1.02164459
4805,donor_4,LPS,2000,control,0,MMP-1,0.0939050019
4805,donor_4,LPS,2000,control,0,TNF RII,0.279195189
4805,donor_4,LPS,2000,control,0,TNF alpha,0.967198133
4830,donor_4,LPS,2000,control,0,CCL1,0.485775232
4830,donor_4,LPS,2000,control,0,CCL2,0.908719361
4830,donor_4,LPS,2000,control,0,CCL22,0.73358357
4830,donor_4,LPS,2000,control,0,CCL24,0.605586588
4830,donor_4,LPS,2000,control,0,CCL5,0.695951343
4830,donor_4,LPS,2000,control,0,CCL7,0.000474821805
4830,donor_4,LPS,2000,control,0,CCL8,-0.107583821
4830,donor_4,LPS,2000,control,0,CXCL1,0.867298067
4830,donor_4,LPS,2000,control,0,CXCL10,0.014424853
4830,donor_4,LPS,2000,control,0,CXCL16,0.360153377
4830,donor_4,LPS,2000,control,0,G-CSF,0.36212191
4830,donor_4,LPS,2000,control,0,GM-CSF,0.0994777977
4830,donor_4,LPS,2000,control,0,IFN gamma,0.325558215
4830,donor_4,LPS,2000,control,0,IL-1 RA RN,0.308810264
4830,donor_4,LPS,2000,control,0,IL-1 alpha,0.575232625
4830,donor_4,LPS,2000,control,0,IL-1 beta,1.03150153
4830,donor_4,LPS,2000,control,0,IL-12 p40,0.416773587
4830,donor_4,LPS,2000,control,0,IL-6,1.03899384
4830,donor_4,LPS,2000,control,0,MMP-1,0.118888915
4830,donor_4,LPS,2000,control,0,TNF RII,0.264660954
4830,donor_4,LPS,2000,control,0,TNF alpha,0.970954418
4850,donor_4,LPS,2000,control,0,CCL1,0.529996991
4850,donor_4,LPS,2000,control,0,CCL2,0.924502015
4850,donor_4,LPS,2000,control,0,CCL22,0.759114921
4850,donor_4,LPS,2000,control,0,CCL24,0.66963166
4850,donor_4,LPS,2000,control,0,CCL5,0.708866477
4850,donor_4,LPS,2000,control,0,CCL7,-0.0134094832
4850,donor_4,LPS,2000,control,0,CCL8,-0.092372112
4850,donor_4,LPS,2000,control,0,CXCL1,0.839978397
4850,donor_4,LPS,2000,control,0,CXCL10,0.0113554029
4850,donor_4,LPS,2000,control,0,CXCL16,0.396137476
4850,donor_4,LPS,2000,control,0,G-CSF,0.348333657
4850,donor_4,LPS,2000,control,0,GM-CSF,0.0970141813
4850,donor_4,LPS,2000,control,0,IFN gamma,0.436167479
4850,donor_4,LPS,2000,control,0,IL-1 RA RN,0.259497523
4850,donor_4,LPS,2000,control,0,IL-1 alpha,0.655623436
4850,donor_4,LPS,2000,control,0,IL-1 beta,1.00935304
4850,donor_4,LPS,2000,control,0,IL-12 p40,0.458660603
4850,donor_4,LPS,2000,control,0,IL-6,1.01469123
4850,donor_4,LPS,2000,control,0,MMP-1,0.0411962047
4850,donor_4,LPS,2000,control,0,TNF RII,0.238620028
4850,donor_4,LPS,2000,control,0,TNF alpha,1.00063157
4855,donor_4,LPS,2000,control,0,CCL1,0.493163139
4855,donor_4,LPS,2000,control,0,CCL2,0.915853322
4855,donor_4,LPS,2000,control,0,CCL22,0.690810621
4855,donor_4,LPS,2000,control,0,CCL24,0.64775306
4855,donor_4,LPS,2000,control,0,CCL5,0.745775521
4855,donor_4,LPS,2000,control,0,CCL7,0.0246490054
4855,donor_4,LPS,2000,control,0,CCL8,-0.0913317725
4855,donor_4,LPS,2000,control,0,CXCL1,0.85127759
4855,donor_4,LPS,2000,control,0,CXCL10,0.00778266508
4855,donor_4,LPS,2000,control,0,CXCL16,0.332334191
4855,donor_4,LPS,2000,control,0,G-CSF,0.415514022
4855,donor_4,LPS,2000,control,0,GM-CSF,0.101660147
4855,donor_4,LPS,2000,control,0,IFN gamma,0.46787408
4855,donor_4,LPS,2000,control,0,IL-1 RA RN,0.33954078
4855,donor_4,LPS,2000,control,0,IL-1 alpha,0.621166587
4855,donor_4,LPS,2000,control,0,IL-1 beta,1.08990753
4855,donor_4,LPS,2000,control,0,IL-12 p40,0.386150301
4855,donor_4,LPS,2000,control,0,IL-6,1.01087892
4855,donor_4,LPS,2000,control,0,MMP-1,0.0733679682
4855,donor_4,LPS,2000,control,0,TNF RII,0.309417009
4855,donor_4,LPS,2000,control,0,TNF alpha,0.975710511
4878,donor_4,LPS,2000,control,0,CCL1,0.53911531
4878,donor_4,LPS,2000,control,0,CCL2,0.93842721
4878,donor_4,LPS,2000,control,0,CCL22,0.642651618
4878,donor_4,LPS,2000,control,0,CCL24,0.563562393
4878,donor_4,LPS,2000,control,0,CCL5,0.729390562
4878,donor_4,LPS,2000,control,0,CCL7,0.0252271686
4878,donor_4,LPS,2000,control,0,CCL8,-0.0495723002
4878,donor_4,LPS,2000,control,0,CXCL1,0.836667657
4878,donor_4,LPS,2000,control,0,CXCL10,0.0119599495
4878,donor_4,LPS,2000,control,0,CXCL16,0.332571834
4878,donor_4,LPS,2000,control,0,G-CSF,0.367227048
4878,donor_4,LPS,2000,control,0,GM-CSF,0.0790016577
4878,donor_4,LPS,2000,control,0,IFN gamma,0.658884645
4878,donor_4,LPS,2000,control,0,IL-1 RA RN,0.360786349
4878,donor_4,LPS,2000,control,0,IL-1 alpha,0.553860903
4878,donor_4,LPS,2000,control,0,IL-1 beta,0.996204674
4878,donor_4,LPS,2000,control,0,IL-12 p40,0.397013903
4878,donor_4,LPS,2000,control,0,IL-6,1.02029598
4878,donor_4,LPS,2000,control,0,MMP-1,0.111764967
4878,donor_4,LPS,2000,control,0,TNF RII,0.252100289
4878,donor_4,LPS,2000,control,0,TNF alpha,0.973558664
4924,donor_4,LPS,2000,control,0,CCL1,0.690506279
4924,donor_4,LPS,2000,control,0,CCL2,0.895606756
4924,donor_4,LPS,2000,control,0,CCL22,0.721833467
4924,donor_4,LPS,2000,control,0,CCL24,0.729057193
4924,donor_4,LPS,2000,control,0,CCL5,0.694602907
4924,donor_4,LPS,2000,control,0,CCL7,0.0575745478
4924,donor_4,LPS,2000,control,0,CCL8,-0.296630323
4924,donor_4,LPS,2000,control,0,CXCL1,0.83322525
4924,donor_4,LPS,2000,control,0,CXCL10,0.01535122
4924,donor_4,LPS,2000,control,0,CXCL16,0.358807921
4924,donor_4,LPS,2000,control,0,G-CSF,0.371667206
4924,donor_4,LPS,2000,control,0,GM-CSF,0.107863173
4924,donor_4,LPS,2000,control,0,IFN gamma,0.366409332
4924,donor_4,LPS,2000,control,0,IL-1 RA RN,0.270108163
4924,donor_4,LPS,2000,control,0,IL-1 alpha,0.57882458
4924,donor_4,LPS,2000,control,0,IL-1 beta,1.01969624
4924,donor_4,LPS,2000,control,0,IL-12 p40,0.415349782
4924,donor_4,LPS,2000,control,0,IL-6,0.997196198
4924,donor_4,LPS,2000,control,0,MMP-1,0.0845928565
4924,donor_4,LPS,2000,control,0,TNF RII,0.301922619
4924,donor_4,LPS,2000,control,0,TNF alpha,0.976942837
4928,donor_4,LPS,2000,control,0,CCL1,0.648060024
4928,donor_4,LPS,2000,control,0,CCL2,0.885666907
4928,donor_4,LPS,2000,control,0,CCL22,0.712575495
4928,donor_4,LPS,2000,control,0,CCL24,0.632086098
4928,donor_4,LPS,2000,control,0,CCL5,0.686200976
4928,donor_4,LPS,2000,control,0,CCL7,0.0313564986
4928,donor_4,LPS,2000,control,0,CCL8,-0.0756273493
4928,donor_4,LPS,2000,control,0,CXCL1,0.824137509
4928,donor_4,LPS,2000,control,0,CXCL10,-0.00833416171
4928,donor_4,LPS,2000,control,0,CXCL16,0.350468308
4928,donor_4,LPS,2000,control,0,G-CSF,0.39204222
4928,donor_4,LPS,2000,control,0,GM-CSF,0.12718606
4928,donor_4,LPS,2000,control,0,IFN gamma,0.390371859
4928,donor_4,LPS,2000,control,0,IL-1 RA RN,0.345581084
4928,donor_4,LPS,2000,control,0,IL-1 alpha,0.590226769
4928,donor_4,LPS,2000,control,0,IL-1 beta,1.00442147
4928,donor_4,LPS,2000,control,0,IL-12 p40,0.48311919
4928,donor_4,LPS,2000,control,0,IL-6,0.994569361
4928,donor_4,LPS,2000,control,0,MMP-1,0.0728513077
4928,donor_4,LPS,2000,control,0,TNF RII,0.265071452
4928,donor_4,LPS,2000,control,0,TNF alpha,0.973424554
4947,donor_4,LPS,2000,control,0,CCL1,0.673408866
4947,donor_4,LPS,2000,control,0,CCL2,0.970674515
4947,donor_4,LPS,2000,control,0,CCL22,0.838758171
4947,donor_4,LPS,2000,control,0,CCL24,0.763525307
4947,donor_4,LPS,2000,control,0,CCL5,0.735086918
4947,donor_4,LPS,2000,control,0,CCL7,0.0261773076
4947,donor_4,LPS,2000,control,0,CCL8,-0.074450843
4947,donor_4,LPS,2000,control,0,CXCL1,0.858897388
4947,donor_4,LPS,2000,control,0,CXCL10,-0.014365172
4947,donor_4,LPS,2000,control,0,CXCL16,0.406968653
4947,donor_4,LPS,2000,control,0,G-CSF,0.40281561
4947,donor_4,LPS,2000,control,0,GM-CSF,0.125168651
4947,donor_4,LPS,2000,control,0,IFN gamma,0.35862273
4947,donor_4,LPS,2000,control,0,IL-1 RA RN,0.318256319
4947,donor_4,LPS,2000,control,0,IL-1 alpha,0.601289272
4947,donor_4,LPS,2000,control,0,IL-1 beta,1.07019079
4947,donor_4,LPS,2000,control,0,IL-12 p40,0.439810038
4947,donor_4,LPS,2000,control,0,IL-6,1.06073701
4947,donor_4,LPS,2000,control,0,MMP-1,0.0794450641
4947,donor_4,LPS,2000,control,0,TNF RII,0.306234688
4947,donor_4,LPS,2000,control,0,TNF alpha,1.01146376
4949,donor_4,LPS,2000,control,0,CCL1,0.711926401
4949,donor_4,LPS,2000,control,0,CCL2,0.990750492
4949,donor_4,LPS,2000,control,0,CCL22,0.723799407
4949,donor_4,LPS,2000,control,0,CCL24,0.738620043
4949,donor_4,LPS,2000,control,0,CCL5,0.727265835
4949,donor_4,LPS,2000,control,0,CCL7,0.0457133763
4949,donor_4,LPS,2000,control,0,CCL8,-0.0220416617
4949,donor_4,LPS,2000,control,0,CXCL1,0.878405869
4949,donor_4,LPS,2000,control,0,CXCL10,-0.0021077022
4949,donor_4,LPS,2000,control,0,CXCL16,0.403475821
4949,donor_4,LPS,2000,control,0,G-CSF,0.39428553
4949,donor_4,LPS,2000,control,0,GM-CSF,0.111828141
4949,donor_4,LPS,2000,control,0,IFN gamma,0.425442874
4949,donor_4,LPS,2000,control,0,IL-1 RA RN,0.33480522
4949,donor_4,LPS,2000,control,0,IL-1 alpha,0.584137559
4949,donor_4,LPS,2000,control,0,IL-1 beta,1.09206581
4949,donor_4,LPS,2000,control,0,IL-12 p40,0.488928229
4949,donor_4,LPS,2000,control,0,IL-6,1.00215292
4949,donor_4,LPS,2000,control,0,MMP-1,0.170657337
4949,donor_4,LPS,2000,control,0,TNF RII,0.322385699
4949,donor_4,LPS,2000,control,0,TNF alpha,1.03358555
6410,donor_5,LPS,2000,IL-10,50,CCL1,0.100548603
6410,donor_5,LPS,2000,IL-10,50,CCL2,1.12313616
6410,donor_5,LPS,2000,IL-10,50,CCL22,0.0663413405
6410,donor_5,LPS,2000,IL-10,50,CCL24,0.103506625
6410,donor_5,LPS,2000,IL-10,50,CCL5,0.379059345
6410,donor_5,LPS,2000,IL-10,50,CCL7,0.194680944
6410,donor_5,LPS,2000,IL-10,50,CCL8,0.0475392677
6410,donor_5,LPS,2000,IL-10,50,CXCL1,0.806293726
6410,donor_5,LPS,2000,IL-10,50,CXCL10,0.00268718135
6410,donor_5,LPS,2000,IL-10,50,CXCL16,0.528600156
6410,donor_5,LPS,2000,IL-10,50,G-CSF,0.066636771
6410,donor_5,LPS,2000,IL-10,50,GM-CSF,-0.00177779631
6410,donor_5,LPS,2000,IL-10,50,IFN gamma,-0.0311978552
6410,donor_5,LPS,2000,IL-10,50,IL-1 RA RN,0.500707984
6410,donor_5,LPS,2000,IL-10,50,IL-1 alpha,-0.0136547945
6410,donor_5,LPS,2000,IL-10,50,IL-1 beta,0.322150767
6410,donor_5,LPS,2000,IL-10,50,IL-12 p40,-0.0451338142
6410,donor_5,LPS,2000,IL-10,50,IL-6,0.881711543
6410,donor_5,LPS,2000,IL-10,50,MMP-1,0.855161607
6410,donor_5,LPS,2000,IL-10,50,TNF RII,0.410121351
6410,donor_5,LPS,2000,IL-10,50,TNF alpha,0.213128388
6172,donor_5,LPS,2000,control,0,CCL1,0.737070322
6172,donor_5,LPS,2000,control,0,CCL2,0.877334297
6172,donor_5,LPS,2000,control,0,CCL22,0.452888161
6172,donor_5,LPS,2000,control,0,CCL24,0.589626729
6172,donor_5,LPS,2000,control,0,CCL5,0.621138811
6172,donor_5,LPS,2000,control,0,CCL7,0.0245799348
6172,donor_5,LPS,2000,control,0,CCL8,-0.070312351
6172,donor_5,LPS,2000,control,0,CXCL1,0.769507825
6172,donor_5,LPS,2000,control,0,CXCL10,-0.0134557802
6172,donor_5,LPS,2000,control,0,CXCL16,0.209018365
6172,donor_5,LPS,2000,control,0,G-CSF,0.288374424
6172,donor_5,LPS,2000,control,0,GM-CSF,0.227383867
6172,donor_5,LPS,2000,control,0,IFN gamma,0.654883027
6172,donor_5,LPS,2000,control,0,IL-1 RA RN,0.273418844
6172,donor_5,LPS,2000,control,0,IL-1 alpha,0.666204154
6172,donor_5,LPS,2000,control,0,IL-1 beta,1.08041263
6172,donor_5,LPS,2000,control,0,IL-12 p40,0.648950875
6172,donor_5,LPS,2000,control,0,IL-6,1.09592497
6172,donor_5,LPS,2000,control,0,MMP-1,0.736766636
6172,donor_5,LPS,2000,control,0,TNF RII,0.176754564
6172,donor_5,LPS,2000,control,0,TNF alpha,1.04035914
6194,donor_5,LPS,2000,control,0,CCL1,0.726934671
6194,donor_5,LPS,2000,control,0,CCL2,0.803727746
6194,donor_5,LPS,2000,control,0,CCL22,0.475035876
6194,donor_5,LPS,2000,control,0,CCL24,0.456370056
6194,donor_5,LPS,2000,control,0,CCL5,0.511597395
6194,donor_5,LPS,2000,control,0,CCL7,0.0508243144
6194,donor_5,LPS,2000,control,0,CCL8,-0.0515900515
6194,donor_5,LPS,2000,control,0,CXCL1,0.747612596
6194,donor_5,LPS,2000,control,0,CXCL10,-0.00727882702
6194,donor_5,LPS,2000,control,0,CXCL16,0.230052203
6194,donor_5,LPS,2000,control,0,G-CSF,0.260643959
6194,donor_5,LPS,2000,control,0,GM-CSF,0.222644255
6194,donor_5,LPS,2000,control,0,IFN gamma,0.471466899
6194,donor_5,LPS,2000,control,0,IL-1 RA RN,0.221699327
6194,donor_5,LPS,2000,control,0,IL-1 alpha,0.647443652
6194,donor_5,LPS,2000,control,0,IL-1 beta,1.03221977
6194,donor_5,LPS,2000,control,0,IL-12 p40,0.640011787
6194,donor_5,LPS,2000,control,0,IL-6,1.05529761
6194,donor_5,LPS,2000,control,0,MMP-1,0.757904291
6194,donor_5,LPS,2000,control,0,TNF RII,0.158517689
6194,donor_5,LPS,2000,control,0,TNF alpha,1.01553714
6198,donor_5,LPS,2000,control,0,CCL1,0.703796566
6198,donor_5,LPS,2000,control,0,CCL2,0.836619377
6198,donor_5,LPS,2000,control,0,CCL22,0.466615111
6198,donor_5,LPS,2000,control,0,CCL24,0.514754295
6198,donor_5,LPS,2000,control,0,CCL5,0.577638924
6198,donor_5,LPS,2000,control,0,CCL7,0.0213228669
6198,donor_5,LPS,2000,control,0,CCL8,0.038240999
6198,donor_5,LPS,2000,control,0,CXCL1,0.752125502
6198,donor_5,LPS,2000,control,0,CXCL10,-0.0227236319
6198,donor_5,LPS,2000,control,0,CXCL16,0.228923529
6198,donor_5,LPS,2000,control,0,G-CSF,0.305878162
6198,donor_5,LPS,2000,control,0,GM-CSF,0.219829991
6198,donor_5,LPS,2000,control,0,IFN gamma,0.629449427
6198,donor_5,LPS,2000,control,0,IL-1 RA RN,0.218026996
6198,donor_5,LPS,2000,control,0,IL-1 alpha,0.673100829
6198,donor_5,LPS,2000,control,0,IL-1 beta,1.0083406
6198,donor_5,LPS,2000,control,0,IL-12 p40,0.620718241
6198,donor_5,LPS,2000,control,0,IL-6,1.07707334
6198,donor_5,LPS,2000,control,0,MMP-1,0.637964249
6198,donor_5,LPS,2000,control,0,TNF RII,0.137631968
6198,donor_5,LPS,2000,control,0,TNF alpha,0.986587048
6224,donor_5,LPS,2000,control,0,CCL1,0.746967793
6224,donor_5,LPS,2000,control,0,CCL2,0.840865433
6224,donor_5,LPS,2000,control,0,CCL22,0.321962357
6224,donor_5,LPS,2000,control,0,CCL24,0.596953571
6224,donor_5,LPS,2000,control,0,CCL5,0.563916087
6224,donor_5,LPS,2000,control,0,CCL7,0.0704317912
6224,donor_5,LPS,2000,control,0,CCL8,-0.0259331744
6224,donor_5,LPS,2000,control,0,CXCL1,0.767398238
6224,donor_5,LPS,2000,control,0,CXCL10,0.0271173101
6224,donor_5,LPS,2000,control,0,CXCL16,0.241382375
6224,donor_5,LPS,2000,control,0,G-CSF,0.279811352
6224,donor_5,LPS,2000,control,0,GM-CSF,0.211217761
6224,donor_5,LPS,2000,control,0,IFN gamma,0.495012313
6224,donor_5,LPS,2000,control,0,IL-1 RA RN,0.259489626
6224,donor_5,LPS,2000,control,0,IL-1 alpha,0.634034097
6224,donor_5,LPS,2000,control,0,IL-1 beta,1.01917267
6224,donor_5,LPS,2000,control,0,IL-12 p40,0.601656318
6224,donor_5,LPS,2000,control,0,IL-6,1.05658734
6224,donor_5,LPS,2000,control,0,MMP-1,0.780145526
6224,donor_5,LPS,2000,control,0,TNF RII,0.152880058
6224,donor_5,LPS,2000,control,0,TNF alpha,1.00910866
6245,donor_5,LPS,2000,control,0,CCL1,0.751958668
6245,donor_5,LPS,2000,control,0,CCL2,0.869401634
6245,donor_5,LPS,2000,control,0,CCL22,0.336295307
6245,donor_5,LPS,2000,control,0,CCL24,0.554573298
6245,donor_5,LPS,2000,control,0,CCL5,0.574783862
6245,donor_5,LPS,2000,control,0,CCL7,0.0308017358
6245,donor_5,LPS,2000,control,0,CCL8,-0.138380066
6245,donor_5,LPS,2000,control,0,CXCL1,0.768458009
6245,donor_5,LPS,2000,control,0,CXCL10,-0.000910553033
6245,donor_5,LPS,2000,control,0,CXCL16,0.257359713
6245,donor_5,LPS,2000,control,0,G-CSF,0.301255226
6245,donor_5,LPS,2000,control,0,GM-CSF,0.240210116
6245,donor_5,LPS,2000,control,0,IFN gamma,0.764711142
6245,donor_5,LPS,2000,control,0,IL-1 RA RN,0.277696222
6245,donor_5,LPS,2000,control,0,IL-1 alpha,0.687157393
6245,donor_5,LPS,2000,control,0,IL-1 beta,1.10113823
6245,donor_5,LPS,2000,control,0,IL-12 p40,0.627744317
6245,donor_5,LPS,2000,control,0,IL-6,1.04325247
6245,donor_5,LPS,2000,control,0,MMP-1,0.797377586
6245,donor_5,LPS,2000,control,0,TNF RII,0.163234651
6245,donor_5,LPS,2000,control,0,TNF alpha,1.02742612
6271,donor_5,LPS,2000,control,0,CCL1,0.77373755
6271,donor_5,LPS,2000,control,0,CCL2,0.885826647
6271,donor_5,LPS,2000,control,0,CCL22,0.472258717
6271,donor_5,LPS,2000,control,0,CCL24,0.602533162
6271,donor_5,LPS,2000,control,0,CCL5,0.619389713
6271,donor_5,LPS,2000,control,0,CCL7,0.0462787524
6271,donor_5,LPS,2000,control,0,CCL8,-0.0238248426
6271,donor_5,LPS,2000,control,0,CXCL1,0.806804001
6271,donor_5,LPS,2000,control,0,CXCL10,0.0365935043
6271,donor_5,LPS,2000,control,0,CXCL16,0.251125485
6271,donor_5,LPS,2000,control,0,G-CSF,0.345292151
6271,donor_5,LPS,2000,control,0,GM-CSF,0.232488513
6271,donor_5,LPS,2000,control,0,IFN gamma,0.798767745
6271,donor_5,LPS,2000,control,0,IL-1 RA RN,0.322676688
6271,donor_5,LPS,2000,control,0,IL-1 alpha,0.701131105
6271,donor_5,LPS,2000,control,0,IL-1 beta,1.1094625
6271,donor_5,LPS,2000,control,0,IL-12 p40,0.730291367
6271,donor_5,LPS,2000,control,0,IL-6,1.11810172
6271,donor_5,LPS,2000,control,0,MMP-1,0.718891263
6271,donor_5,LPS,2000,control,0,TNF RII,0.189138889
6271,donor_5,LPS,2000,control,0,TNF alpha,1.03589725
6291,donor_5,LPS,2000,control,0,CCL1,0.755347908
6291,donor_5,LPS,2000,control,0,CCL2,0.867474139
6291,donor_5,LPS,2000,control,0,CCL22,0.431929231
6291,donor_5,LPS,2000,control,0,CCL24,0.658266425
6291,donor_5,LPS,2000,control,0,CCL5,0.579194009
6291,donor_5,LPS,2000,control,0,CCL7,0.0108902035
6291,donor_5,LPS,2000,control,0,CCL8,-0.072042048
6291,donor_5,LPS,2000,control,0,CXCL1,0.773651242
6291,donor_5,LPS,2000,control,0,CXCL10,0.00527889328
6291,donor_5,LPS,2000,control,0,CXCL16,0.215234384
6291,donor_5,LPS,2000,control,0,G-CSF,0.296060443
6291,donor_5,LPS,2000,control,0,GM-CSF,0.226854414
6291,donor_5,LPS,2000,control,0,IFN gamma,0.611766398
6291,donor_5,LPS,2000,control,0,IL-1 RA RN,0.285835415
6291,donor_5,LPS,2000,control,0,IL-1 alpha,0.676125348
6291,donor_5,LPS,2000,control,0,IL-1 beta,1.07375896
6291,donor_5,LPS,2000,control,0,IL-12 p40,0.675898731
6291,donor_5,LPS,2000,control,0,IL-6,1.11122572
6291,donor_5,LPS,2000,control,0,MMP-1,0.721373022
6291,donor_5,LPS,2000,control,0,TNF RII,0.174200535
6291,donor_5,LPS,2000,control,0,TNF alpha,1.03366768
6296,donor_5,LPS,2000,control,0,CCL1,0.730136573
6296,donor_5,LPS,2000,control,0,CCL2,0.857600927
6296,donor_5,LPS,2000,control,0,CCL22,0.397418559
